time,T,p
2021-09-15 21:00:00,17.23,1009.622
2021-09-15 21:10:00,17.24,1009.654
2021-09-15 21:20:00,17.22,1009.711
2021-09-15 21:30:00,17.24,1009.71
2021-09-15 21:40:00,17.25,1009.65
2021-09-15 21:50:00,17.29,1009.739
2021-09-15 22:00:00,17.6,1009.807
2021-09-15 22:10:00,17.77,1009.842
2021-09-15 22:20:00,17.94,1009.886
2021-09-15 22:30:00,17.99,1009.858
2021-09-15 22:40:00,17.98,1009.811
2021-09-15 22:50:00,17.93,1009.817
2021-09-15 23:00:00,17.91,1009.902
2021-09-15 23:10:00,17.9,1009.924
2021-09-15 23:20:00,17.77,1010.027
2021-09-15 23:30:00,17.63,1010.109
2021-09-15 23:40:00,17.51,1010.133
2021-09-15 23:50:00,17.44,1010.146
2021-09-16 00:00:00,17.31,1010.197
2021-09-16 00:10:00,17.2,1010.244
2021-09-16 00:20:00,17.15,1010.281
2021-09-16 00:30:00,17.08,1010.301
2021-09-16 00:40:00,16.95,1010.355
2021-09-16 00:50:00,16.85,1010.437
2021-09-16 01:00:00,16.75,1010.472
2021-09-16 01:10:00,16.69,1010.543
2021-09-16 01:20:00,16.66,1010.574
2021-09-16 01:30:00,16.62,1010.606
2021-09-16 01:40:00,16.72,1010.641
2021-09-16 01:50:00,16.69,1010.694
2021-09-16 02:00:00,16.56,1010.725
2021-09-16 02:10:00,16.48,1010.689
2021-09-16 02:20:00,16.47,1010.716
2021-09-16 02:30:00,16.38,1010.774
2021-09-16 02:40:00,16.22,1010.801
2021-09-16 02:50:00,16.09,1010.826
2021-09-16 03:00:00,16.07,1010.817
2021-09-16 03:10:00,15.98,1010.776
2021-09-16 03:20:00,15.87,1010.894
2021-09-16 03:30:00,15.82,1010.958
2021-09-16 03:40:00,15.73,1010.964
2021-09-16 03:50:00,15.71,1011.037
2021-09-16 04:00:00,15.64,1011.08
2021-09-16 04:10:00,15.53,1011.097
2021-09-16 04:20:00,15.45,1011.139
2021-09-16 04:30:00,15.42,1011.152
2021-09-16 04:40:00,15.41,1011.129
2021-09-16 04:50:00,15.46,1011.173
2021-09-16 05:00:00,15.34,1011.226
2021-09-16 05:10:00,15.19,1011.248
2021-09-16 05:20:00,14.99,1011.251
2021-09-16 05:30:00,14.81,1011.334
2021-09-16 05:40:00,14.69,1011.342
2021-09-16 05:50:00,14.64,1011.391
2021-09-16 06:00:00,14.53,1011.4
2021-09-16 06:10:00,14.48,1011.434
2021-09-16 06:20:00,14.53,1011.41
2021-09-16 06:30:00,14.56,1011.445
2021-09-16 06:40:00,14.58,1011.454
2021-09-16 06:50:00,14.66,1011.48
2021-09-16 07:00:00,14.67,1011.487
2021-09-16 07:10:00,14.69,1011.514
2021-09-16 07:20:00,14.72,1011.609
2021-09-16 07:30:00,14.76,1011.672
2021-09-16 07:40:00,14.82,1011.638
2021-09-16 07:50:00,14.87,1011.674
2021-09-16 08:00:00,14.9,1011.745
2021-09-16 08:10:00,14.92,1011.805
2021-09-16 08:20:00,14.99,1011.877
2021-09-16 08:30:00,15.08,1011.968
2021-09-16 08:40:00,15.14,1011.969
2021-09-16 08:50:00,15.26,1011.997
2021-09-16 09:00:00,15.39,1012.05
2021-09-16 09:10:00,15.57,1012.041
2021-09-16 09:20:00,15.69,1012.096
2021-09-16 09:30:00,15.81,1012.133
2021-09-16 09:40:00,16.0,1012.162
2021-09-16 09:50:00,16.26,1012.067
2021-09-16 10:00:00,16.47,1011.996
2021-09-16 10:10:00,16.6,1012.001
2021-09-16 10:20:00,16.86,1012.006
2021-09-16 10:30:00,16.88,1012.055
2021-09-16 10:40:00,17.15,1012.055
2021-09-16 10:50:00,17.33,1012.078
2021-09-16 11:00:00,17.39,1012.089
2021-09-16 11:10:00,17.72,1012.046
2021-09-16 11:20:00,17.92,1012.033
2021-09-16 11:30:00,17.96,1012.076
2021-09-16 11:40:00,17.97,1012.102
2021-09-16 11:50:00,18.11,1012.126
2021-09-16 12:00:00,18.2,1012.093
2021-09-16 12:10:00,17.98,1012.167
2021-09-16 12:20:00,18.0,1012.137
2021-09-16 12:30:00,18.4,1012.153
2021-09-16 12:40:00,18.75,1012.149
2021-09-16 12:50:00,18.81,1012.197
2021-09-16 13:00:00,18.48,1012.231
2021-09-16 13:10:00,18.2,1012.309
2021-09-16 13:20:00,17.97,1012.313
2021-09-16 13:30:00,18.31,1012.275
2021-09-16 13:40:00,17.2,1012.486
2021-09-16 13:50:00,17.07,1012.378
2021-09-16 14:00:00,17.83,1012.288
2021-09-16 14:10:00,18.15,1012.209
2021-09-16 14:20:00,17.87,1012.265
2021-09-16 14:30:00,18.3,1012.219
2021-09-16 14:40:00,18.32,1012.149
2021-09-16 14:50:00,18.31,1012.107
2021-09-16 15:00:00,18.38,1012.094
2021-09-16 15:10:00,18.05,1012.149
2021-09-16 15:20:00,18.02,1012.104
2021-09-16 15:30:00,18.15,1012.084
2021-09-16 15:40:00,18.12,1012.064
2021-09-16 15:50:00,17.82,1012.05
2021-09-16 16:00:00,17.9,1012.089
2021-09-16 16:10:00,17.73,1012.073
2021-09-16 16:20:00,17.72,1012.087
2021-09-16 16:30:00,17.8,1012.108
2021-09-16 16:40:00,17.62,1012.222
2021-09-16 16:50:00,17.05,1012.317
2021-09-16 17:00:00,16.81,1012.355
2021-09-16 17:10:00,16.64,1012.38
2021-09-16 17:20:00,16.23,1012.494
2021-09-16 17:30:00,16.44,1012.519
2021-09-16 17:40:00,16.41,1012.476
2021-09-16 17:50:00,16.44,1012.447
2021-09-16 18:00:00,16.44,1012.344
2021-09-16 18:10:00,16.49,1012.429
2021-09-16 18:20:00,16.45,1012.5
2021-09-16 18:30:00,16.32,1012.499
2021-09-16 18:40:00,16.1,1012.556
2021-09-16 18:50:00,16.18,1012.523
2021-09-16 19:00:00,16.24,1012.515
2021-09-16 19:10:00,16.22,1012.554
2021-09-16 19:20:00,16.1,1012.651
2021-09-16 19:30:00,16.01,1012.697
2021-09-16 19:40:00,16.04,1012.71
2021-09-16 19:50:00,15.95,1012.809
2021-09-16 20:00:00,15.79,1012.877
2021-09-16 20:10:00,15.85,1012.955
2021-09-16 20:20:00,15.71,1012.959
2021-09-16 20:30:00,15.54,1012.965
2021-09-16 20:40:00,15.66,1012.985
2021-09-16 20:50:00,15.81,1013.046
2021-09-16 21:00:00,15.89,1013.099
2021-09-16 21:10:00,15.89,1013.166
2021-09-16 21:20:00,15.83,1013.214
2021-09-16 21:30:00,15.85,1013.262
2021-09-16 21:40:00,15.84,1013.264
2021-09-16 21:50:00,15.8,1013.193
2021-09-16 22:00:00,15.76,1013.226
2021-09-16 22:10:00,15.84,1013.288
2021-09-16 22:20:00,15.88,1013.307
2021-09-16 22:30:00,15.8,1013.297
2021-09-16 22:40:00,15.66,1013.305
2021-09-16 22:50:00,15.74,1013.326
2021-09-16 23:00:00,15.82,1013.372
2021-09-16 23:10:00,15.78,1013.48
2021-09-16 23:20:00,15.67,1013.444
2021-09-16 23:30:00,15.7,1013.413
2021-09-16 23:40:00,15.71,1013.449
2021-09-16 23:50:00,15.69,1013.452
2021-09-17 00:00:00,15.52,1013.541
2021-09-17 00:10:00,15.43,1013.604
2021-09-17 00:20:00,15.4,1013.63
2021-09-17 00:30:00,15.31,1013.63
2021-09-17 00:40:00,15.27,1013.706
2021-09-17 00:50:00,15.24,1013.739
2021-09-17 01:00:00,15.18,1013.796
2021-09-17 01:10:00,15.18,1013.755
2021-09-17 01:20:00,15.12,1013.688
2021-09-17 01:30:00,15.11,1013.658
2021-09-17 01:40:00,15.14,1013.629
2021-09-17 01:50:00,15.1,1013.603
2021-09-17 02:00:00,15.08,1013.583
2021-09-17 02:10:00,14.98,1013.606
2021-09-17 02:20:00,14.98,1013.58
2021-09-17 02:30:00,15.04,1013.526
2021-09-17 02:40:00,15.0,1013.507
2021-09-17 02:50:00,14.98,1013.488
2021-09-17 03:00:00,14.98,1013.491
2021-09-17 03:10:00,14.95,1013.462
2021-09-17 03:20:00,14.96,1013.439
2021-09-17 03:30:00,14.96,1013.419
2021-09-17 03:40:00,14.93,1013.402
2021-09-17 03:50:00,14.92,1013.386
2021-09-17 04:00:00,14.9,1013.424
2021-09-17 04:10:00,14.92,1013.375
2021-09-17 04:20:00,14.86,1013.332
2021-09-17 04:30:00,14.86,1013.383
2021-09-17 04:40:00,14.81,1013.444
2021-09-17 04:50:00,14.65,1013.387
2021-09-17 05:00:00,14.55,1013.407
2021-09-17 05:10:00,14.51,1013.426
2021-09-17 05:20:00,14.42,1013.491
2021-09-17 05:30:00,14.35,1013.572
2021-09-17 05:40:00,14.25,1013.6
2021-09-17 05:50:00,14.2,1013.732
2021-09-17 06:00:00,14.16,1013.781
2021-09-17 06:10:00,14.14,1013.772
2021-09-17 06:20:00,14.13,1013.809
2021-09-17 06:30:00,14.05,1013.829
2021-09-17 06:40:00,14.0,1013.865
2021-09-17 06:50:00,14.0,1013.844
2021-09-17 07:00:00,13.95,1013.845
2021-09-17 07:10:00,13.9,1013.868
2021-09-17 07:20:00,13.84,1013.879
2021-09-17 07:30:00,13.77,1013.911
2021-09-17 07:40:00,13.87,1013.982
2021-09-17 07:50:00,13.92,1014.024
2021-09-17 08:00:00,14.09,1013.992
2021-09-17 08:10:00,14.02,1013.94
2021-09-17 08:20:00,14.17,1013.952
2021-09-17 08:30:00,14.23,1013.948
2021-09-17 08:40:00,14.51,1013.96
2021-09-17 08:50:00,14.54,1014.036
2021-09-17 09:00:00,14.68,1014.11
2021-09-17 09:10:00,14.67,1014.181
2021-09-17 09:20:00,14.98,1014.205
2021-09-17 09:30:00,15.44,1014.277
2021-09-17 09:40:00,15.11,1014.309
2021-09-17 09:50:00,14.98,1014.345
2021-09-17 10:00:00,15.09,1014.366
2021-09-17 10:10:00,15.35,1014.436
2021-09-17 10:20:00,15.47,1014.413
2021-09-17 10:30:00,15.79,1014.38
2021-09-17 10:40:00,15.48,1014.399
2021-09-17 10:50:00,15.44,1014.385
2021-09-17 11:00:00,15.31,1014.371
2021-09-17 11:10:00,15.4,1014.395
2021-09-17 11:20:00,15.56,1014.404
2021-09-17 11:30:00,15.36,1014.446
2021-09-17 11:40:00,15.52,1014.437
2021-09-17 11:50:00,15.16,1014.47
2021-09-17 12:00:00,15.0,1014.518
2021-09-17 12:10:00,15.09,1014.495
2021-09-17 12:20:00,15.1,1014.474
2021-09-17 12:30:00,15.08,1014.522
2021-09-17 12:40:00,15.1,1014.52
2021-09-17 12:50:00,15.26,1014.474
2021-09-17 13:00:00,15.42,1014.477
2021-09-17 13:10:00,15.5,1014.438
2021-09-17 13:20:00,15.48,1014.409
2021-09-17 13:30:00,15.35,1014.469
2021-09-17 13:40:00,15.34,1014.471
2021-09-17 13:50:00,15.54,1014.481
2021-09-17 14:00:00,15.47,1014.512
2021-09-17 14:10:00,15.62,1014.425
2021-09-17 14:20:00,15.75,1014.442
2021-09-17 14:30:00,15.82,1014.411
2021-09-17 14:40:00,15.57,1014.414
2021-09-17 14:50:00,15.61,1014.422
2021-09-17 15:00:00,15.47,1014.468
2021-09-17 15:10:00,15.54,1014.43
2021-09-17 15:20:00,15.69,1014.42
2021-09-17 15:30:00,15.6,1014.375
2021-09-17 15:40:00,15.75,1014.312
2021-09-17 15:50:00,15.7,1014.247
2021-09-17 16:00:00,15.8,1014.228
2021-09-17 16:10:00,15.77,1014.238
2021-09-17 16:20:00,15.78,1014.253
2021-09-17 16:30:00,15.75,1014.228
2021-09-17 16:40:00,15.61,1014.186
2021-09-17 16:50:00,15.55,1014.226
2021-09-17 17:00:00,15.44,1014.239
2021-09-17 17:10:00,15.44,1014.221
2021-09-17 17:20:00,15.42,1014.329
2021-09-17 17:30:00,15.36,1014.325
2021-09-17 17:40:00,15.28,1014.307
2021-09-17 17:50:00,15.17,1014.335
2021-09-17 18:00:00,15.03,1014.325
2021-09-17 18:10:00,14.98,1014.318
2021-09-17 18:20:00,14.89,1014.352
2021-09-17 18:30:00,14.8,1014.398
2021-09-17 18:40:00,14.74,1014.405
2021-09-17 18:50:00,14.63,1014.476
2021-09-17 19:00:00,14.58,1014.557
2021-09-17 19:10:00,14.49,1014.666
2021-09-17 19:20:00,14.47,1014.72
2021-09-17 19:30:00,14.44,1014.8
2021-09-17 19:40:00,14.47,1014.849
2021-09-17 19:50:00,14.43,1014.862
2021-09-17 20:00:00,14.42,1014.905
2021-09-17 20:10:00,14.3,1014.993
2021-09-17 20:20:00,14.22,1015.081
2021-09-17 20:30:00,14.17,1015.146
2021-09-17 20:40:00,14.08,1015.19
2021-09-17 20:50:00,14.07,1015.213
2021-09-17 21:00:00,14.07,1015.236
2021-09-17 21:10:00,14.02,1015.292
2021-09-17 21:20:00,13.99,1015.29
2021-09-17 21:30:00,13.98,1015.25
2021-09-17 21:40:00,13.92,1015.236
2021-09-17 21:50:00,13.86,1015.268
2021-09-17 22:00:00,13.79,1015.334
2021-09-17 22:10:00,13.75,1015.34
2021-09-17 22:20:00,13.67,1015.349
2021-09-17 22:30:00,13.65,1015.399
2021-09-17 22:40:00,13.66,1015.412
2021-09-17 22:50:00,13.68,1015.449
2021-09-17 23:00:00,13.65,1015.421
2021-09-17 23:10:00,13.67,1015.429
2021-09-17 23:20:00,13.66,1015.416
2021-09-17 23:30:00,13.64,1015.427
2021-09-17 23:40:00,13.66,1015.417
2021-09-17 23:50:00,13.69,1015.42
2021-09-18 00:00:00,13.65,1015.467
2021-09-18 00:10:00,13.64,1015.475
2021-09-18 00:20:00,13.61,1015.504
2021-09-18 00:30:00,13.62,1015.537
2021-09-18 00:40:00,13.63,1015.483
2021-09-18 00:50:00,13.6,1015.611
2021-09-18 01:00:00,13.61,1015.643
2021-09-18 01:10:00,13.59,1015.67
2021-09-18 01:20:00,13.56,1015.684
2021-09-18 01:30:00,13.51,1015.725
2021-09-18 01:40:00,13.49,1015.785
2021-09-18 01:50:00,13.44,1015.8
2021-09-18 02:00:00,13.43,1015.751
2021-09-18 02:10:00,13.44,1015.763
2021-09-18 02:20:00,13.44,1015.823
2021-09-18 02:30:00,13.4,1015.842
2021-09-18 02:40:00,13.36,1015.873
2021-09-18 02:50:00,13.09,1015.94
2021-09-18 03:00:00,12.9,1015.92
2021-09-18 03:10:00,12.79,1015.899
2021-09-18 03:20:00,12.75,1015.881
2021-09-18 03:30:00,12.76,1015.912
2021-09-18 03:40:00,12.77,1015.919
2021-09-18 03:50:00,12.81,1015.898
2021-09-18 04:00:00,12.86,1015.924
2021-09-18 04:10:00,12.92,1015.879
2021-09-18 04:20:00,12.99,1015.882
2021-09-18 04:30:00,13.05,1015.899
2021-09-18 04:40:00,13.1,1015.953
2021-09-18 04:50:00,13.15,1016.02
2021-09-18 05:00:00,13.17,1016.035
2021-09-18 05:10:00,13.17,1016.008
2021-09-18 05:20:00,13.19,1016.075
2021-09-18 05:30:00,13.23,1016.146
2021-09-18 05:40:00,13.27,1016.211
2021-09-18 05:50:00,13.34,1016.291
2021-09-18 06:00:00,13.4,1016.391
2021-09-18 06:10:00,13.45,1016.483
2021-09-18 06:20:00,13.49,1016.566
2021-09-18 06:30:00,13.55,1016.63
2021-09-18 06:40:00,13.62,1016.679
2021-09-18 06:50:00,13.74,1016.638
2021-09-18 07:00:00,13.83,1016.67
2021-09-18 07:10:00,13.93,1016.762
2021-09-18 07:20:00,14.08,1016.889
2021-09-18 07:30:00,14.19,1016.942
2021-09-18 07:40:00,14.39,1017.007
2021-09-18 07:50:00,14.58,1017.104
2021-09-18 08:00:00,14.54,1017.16
2021-09-18 08:10:00,14.66,1017.199
2021-09-18 08:20:00,14.78,1017.244
2021-09-18 08:30:00,15.04,1017.32
2021-09-18 08:40:00,15.22,1017.343
2021-09-18 08:50:00,15.3,1017.38
2021-09-18 09:00:00,15.52,1017.43
2021-09-18 09:10:00,15.62,1017.513
2021-09-18 09:20:00,15.86,1017.546
2021-09-18 09:30:00,16.01,1017.604
2021-09-18 09:40:00,16.3,1017.654
2021-09-18 09:50:00,16.13,1017.765
2021-09-18 10:00:00,15.96,1017.842
2021-09-18 10:10:00,15.75,1017.908
2021-09-18 10:20:00,15.66,1017.887
2021-09-18 10:30:00,15.62,1017.921
2021-09-18 10:40:00,15.81,1017.999
2021-09-18 10:50:00,16.01,1018.016
2021-09-18 11:00:00,16.23,1018.049
2021-09-18 11:10:00,16.37,1018.059
2021-09-18 11:20:00,16.5,1018.053
2021-09-18 11:30:00,16.45,1018.062
2021-09-18 11:40:00,16.38,1018.06
2021-09-18 11:50:00,16.46,1018.113
2021-09-18 12:00:00,16.22,1018.237
2021-09-18 12:10:00,16.26,1018.298
2021-09-18 12:20:00,15.98,1018.387
2021-09-18 12:30:00,15.57,1018.445
2021-09-18 12:40:00,15.51,1018.497
2021-09-18 12:50:00,15.32,1018.536
2021-09-18 13:00:00,15.56,1018.523
2021-09-18 13:10:00,15.92,1018.513
2021-09-18 13:20:00,16.24,1018.525
2021-09-18 13:30:00,16.55,1018.537
2021-09-18 13:40:00,16.63,1018.546
2021-09-18 13:50:00,16.81,1018.528
2021-09-18 14:00:00,17.0,1018.472
2021-09-18 14:10:00,16.99,1018.486
2021-09-18 14:20:00,17.19,1018.446
2021-09-18 14:30:00,17.41,1018.446
2021-09-18 14:40:00,17.46,1018.479
2021-09-18 14:50:00,17.23,1018.497
2021-09-18 15:00:00,16.99,1018.443
2021-09-18 15:10:00,16.87,1018.386
2021-09-18 15:20:00,16.82,1018.337
2021-09-18 15:30:00,16.89,1018.308
2021-09-18 15:40:00,16.96,1018.298
2021-09-18 15:50:00,17.03,1018.295
2021-09-18 16:00:00,17.05,1018.339
2021-09-18 16:10:00,17.1,1018.336
2021-09-18 16:20:00,17.12,1018.329
2021-09-18 16:30:00,17.14,1018.32
2021-09-18 16:40:00,17.17,1018.315
2021-09-18 16:50:00,17.17,1018.333
2021-09-18 17:00:00,17.31,1018.393
2021-09-18 17:10:00,17.26,1018.463
2021-09-18 17:20:00,16.52,1018.559
2021-09-18 17:30:00,16.28,1018.592
2021-09-18 17:40:00,16.17,1018.639
2021-09-18 17:50:00,16.05,1018.656
2021-09-18 18:00:00,15.96,1018.648
2021-09-18 18:10:00,15.9,1018.764
2021-09-18 18:20:00,15.88,1018.861
2021-09-18 18:30:00,15.85,1018.923
2021-09-18 18:40:00,15.75,1019.003
2021-09-18 18:50:00,15.68,1019.123
2021-09-18 19:00:00,15.59,1019.273
2021-09-18 19:10:00,15.52,1019.36
2021-09-18 19:20:00,15.38,1019.398
2021-09-18 19:30:00,15.3,1019.475
2021-09-18 19:40:00,15.22,1019.573
2021-09-18 19:50:00,15.14,1019.686
2021-09-18 20:00:00,15.06,1019.748
2021-09-18 20:10:00,14.97,1019.794
2021-09-18 20:20:00,14.87,1019.87
2021-09-18 20:30:00,14.72,1019.926
2021-09-18 20:40:00,14.6,1019.964
2021-09-18 20:50:00,14.37,1020.057
2021-09-18 21:00:00,14.09,1020.15
2021-09-18 21:10:00,13.87,1020.166
2021-09-18 21:20:00,13.7,1020.211
2021-09-18 21:30:00,13.53,1020.209
2021-09-18 21:40:00,13.43,1020.155
2021-09-18 21:50:00,13.34,1020.207
2021-09-18 22:00:00,13.25,1020.212
2021-09-18 22:10:00,13.22,1020.28
2021-09-18 22:20:00,13.12,1020.265
2021-09-18 22:30:00,13.05,1020.27
2021-09-18 22:40:00,12.95,1020.269
2021-09-18 22:50:00,12.76,1020.213
2021-09-18 23:00:00,12.59,1020.193
2021-09-18 23:10:00,12.4,1020.162
2021-09-18 23:20:00,12.15,1020.107
2021-09-18 23:30:00,12.01,1020.089
2021-09-18 23:40:00,11.95,1020.073
2021-09-18 23:50:00,11.95,1020.113
2021-09-19 00:00:00,11.75,1020.058
2021-09-19 00:10:00,11.63,1019.949
2021-09-19 00:20:00,11.68,1019.869
2021-09-19 00:30:00,11.59,1019.817
2021-09-19 00:40:00,11.57,1019.752
2021-09-19 00:50:00,11.31,1019.705
2021-09-19 01:00:00,11.2,1019.624
2021-09-19 01:10:00,11.11,1019.555
2021-09-19 01:20:00,10.88,1019.501
2021-09-19 01:30:00,10.87,1019.477
2021-09-19 01:40:00,10.84,1019.457
2021-09-19 01:50:00,10.86,1019.447
2021-09-19 02:00:00,10.72,1019.383
2021-09-19 02:10:00,10.47,1019.376
2021-09-19 02:20:00,10.31,1019.431
2021-09-19 02:30:00,9.7,1019.489
2021-09-19 02:40:00,9.17,1019.523
2021-09-19 02:50:00,8.95,1019.524
2021-09-19 03:00:00,8.88,1019.5
2021-09-19 03:10:00,9.03,1019.425
2021-09-19 03:20:00,9.54,1019.326
2021-09-19 03:30:00,9.79,1019.277
2021-09-19 03:40:00,9.96,1019.268
2021-09-19 03:50:00,9.95,1019.334
2021-09-19 04:00:00,10.01,1019.362
2021-09-19 04:10:00,10.14,1019.328
2021-09-19 04:20:00,10.3,1019.282
2021-09-19 04:30:00,10.46,1019.251
2021-09-19 04:40:00,10.7,1019.259
2021-09-19 04:50:00,11.63,1019.324
2021-09-19 05:00:00,11.98,1019.369
2021-09-19 05:10:00,12.14,1019.388
2021-09-19 05:20:00,12.11,1019.445
2021-09-19 05:30:00,12.05,1019.482
2021-09-19 05:40:00,12.02,1019.458
2021-09-19 05:50:00,12.01,1019.431
2021-09-19 06:00:00,12.04,1019.382
2021-09-19 06:10:00,12.01,1019.381
2021-09-19 06:20:00,11.97,1019.409
2021-09-19 06:30:00,12.0,1019.459
2021-09-19 06:40:00,12.0,1019.472
2021-09-19 06:50:00,12.04,1019.432
2021-09-19 07:00:00,12.08,1019.417
2021-09-19 07:10:00,12.1,1019.47
2021-09-19 07:20:00,12.19,1019.561
2021-09-19 07:30:00,12.3,1019.57
2021-09-19 07:40:00,12.47,1019.528
2021-09-19 07:50:00,12.57,1019.53
2021-09-19 08:00:00,12.65,1019.522
2021-09-19 08:10:00,12.72,1019.509
2021-09-19 08:20:00,12.77,1019.475
2021-09-19 08:30:00,12.92,1019.44
2021-09-19 08:40:00,13.1,1019.507
2021-09-19 08:50:00,13.17,1019.609
2021-09-19 09:00:00,13.33,1019.721
2021-09-19 09:10:00,13.35,1019.786
2021-09-19 09:20:00,13.55,1019.774
2021-09-19 09:30:00,13.66,1019.745
2021-09-19 09:40:00,13.95,1019.763
2021-09-19 09:50:00,14.13,1019.822
2021-09-19 10:00:00,14.7,1019.767
2021-09-19 10:10:00,14.71,1019.797
2021-09-19 10:20:00,14.83,1019.791
2021-09-19 10:30:00,14.85,1019.783
2021-09-19 10:40:00,14.92,1019.783
2021-09-19 10:50:00,14.88,1019.791
2021-09-19 11:00:00,15.0,1019.742
2021-09-19 11:10:00,15.06,1019.74
2021-09-19 11:20:00,15.05,1019.8
2021-09-19 11:30:00,15.06,1019.768
2021-09-19 11:40:00,15.13,1019.703
2021-09-19 11:50:00,15.2,1019.644
2021-09-19 12:00:00,15.16,1019.574
2021-09-19 12:10:00,15.19,1019.523
2021-09-19 12:20:00,15.08,1019.522
2021-09-19 12:30:00,14.92,1019.503
2021-09-19 12:40:00,14.99,1019.458
2021-09-19 12:50:00,15.19,1019.413
2021-09-19 13:00:00,15.26,1019.394
2021-09-19 13:10:00,15.27,1019.386
2021-09-19 13:20:00,15.44,1019.315
2021-09-19 13:30:00,15.89,1019.152
2021-09-19 13:40:00,15.53,1019.118
2021-09-19 13:50:00,15.33,1019.083
2021-09-19 14:00:00,15.3,1019.038
2021-09-19 14:10:00,15.35,1019.047
2021-09-19 14:20:00,15.55,1018.972
2021-09-19 14:30:00,15.28,1018.928
2021-09-19 14:40:00,15.04,1018.921
2021-09-19 14:50:00,15.08,1018.903
2021-09-19 15:00:00,15.22,1018.833
2021-09-19 15:10:00,15.09,1018.834
2021-09-19 15:20:00,14.94,1018.868
2021-09-19 15:30:00,14.95,1018.894
2021-09-19 15:40:00,15.07,1018.86
2021-09-19 15:50:00,15.17,1018.857
2021-09-19 16:00:00,15.07,1018.839
2021-09-19 16:10:00,15.02,1018.826
2021-09-19 16:20:00,14.96,1018.816
2021-09-19 16:30:00,14.92,1018.871
2021-09-19 16:40:00,14.89,1018.898
2021-09-19 16:50:00,14.83,1018.932
2021-09-19 17:00:00,14.77,1018.948
2021-09-19 17:10:00,14.69,1019.005
2021-09-19 17:20:00,14.61,1018.973
2021-09-19 17:30:00,14.54,1018.917
2021-09-19 17:40:00,14.43,1018.949
2021-09-19 17:50:00,14.33,1019.012
2021-09-19 18:00:00,14.22,1019.02
2021-09-19 18:10:00,14.06,1019.024
2021-09-19 18:20:00,13.94,1019.1
2021-09-19 18:30:00,13.95,1019.161
2021-09-19 18:40:00,13.9,1019.246
2021-09-19 18:50:00,13.79,1019.297
2021-09-19 19:00:00,13.81,1019.408
2021-09-19 19:10:00,13.81,1019.454
2021-09-19 19:20:00,13.74,1019.544
2021-09-19 19:30:00,13.7,1019.645
2021-09-19 19:40:00,13.63,1019.73
2021-09-19 19:50:00,13.53,1019.767
2021-09-19 20:00:00,13.46,1019.792
2021-09-19 20:10:00,13.38,1019.935
2021-09-19 20:20:00,13.31,1020.042
2021-09-19 20:30:00,13.29,1020.118
2021-09-19 20:40:00,13.23,1020.174
2021-09-19 20:50:00,13.16,1020.276
2021-09-19 21:00:00,13.13,1020.321
2021-09-19 21:10:00,13.02,1020.377
2021-09-19 21:20:00,12.97,1020.426
2021-09-19 21:30:00,12.92,1020.484
2021-09-19 21:40:00,12.83,1020.507
2021-09-19 21:50:00,12.8,1020.571
2021-09-19 22:00:00,12.75,1020.571
2021-09-19 22:10:00,12.71,1020.57
2021-09-19 22:20:00,12.68,1020.577
2021-09-19 22:30:00,12.66,1020.639
2021-09-19 22:40:00,12.59,1020.715
2021-09-19 22:50:00,12.48,1020.77
2021-09-19 23:00:00,12.46,1020.804
2021-09-19 23:10:00,12.47,1020.795
2021-09-19 23:20:00,12.39,1020.792
2021-09-19 23:30:00,12.36,1020.814
2021-09-19 23:40:00,12.22,1020.855
2021-09-19 23:50:00,12.23,1020.841
2021-09-20 00:00:00,12.3,1020.912
2021-09-20 00:10:00,12.22,1020.974
2021-09-20 00:20:00,12.26,1020.968
2021-09-20 00:30:00,12.21,1020.997
2021-09-20 00:40:00,12.04,1021.035
2021-09-20 00:50:00,12.05,1021.065
2021-09-20 01:00:00,12.14,1021.107
2021-09-20 01:10:00,12.19,1021.098
2021-09-20 01:20:00,12.0,1021.159
2021-09-20 01:30:00,11.9,1021.207
2021-09-20 01:40:00,11.89,1021.236
2021-09-20 01:50:00,11.84,1021.244
2021-09-20 02:00:00,11.82,1021.252
2021-09-20 02:10:00,11.77,1021.256
2021-09-20 02:20:00,11.73,1021.257
2021-09-20 02:30:00,11.71,1021.301
2021-09-20 02:40:00,11.7,1021.32
2021-09-20 02:50:00,11.71,1021.292
2021-09-20 03:00:00,11.68,1021.223
2021-09-20 03:10:00,11.65,1021.205
2021-09-20 03:20:00,11.61,1021.16
2021-09-20 03:30:00,11.59,1021.162
2021-09-20 03:40:00,11.59,1021.225
2021-09-20 03:50:00,11.5,1021.285
2021-09-20 04:00:00,11.46,1021.394
2021-09-20 04:10:00,11.45,1021.395
2021-09-20 04:20:00,11.42,1021.421
2021-09-20 04:30:00,11.48,1021.491
2021-09-20 04:40:00,11.41,1021.496
2021-09-20 04:50:00,11.42,1021.527
2021-09-20 05:00:00,11.45,1021.62
2021-09-20 05:10:00,11.41,1021.705
2021-09-20 05:20:00,11.35,1021.767
2021-09-20 05:30:00,11.39,1021.867
2021-09-20 05:40:00,11.25,1021.917
2021-09-20 05:50:00,11.27,1022.006
2021-09-20 06:00:00,11.27,1022.035
2021-09-20 06:10:00,11.23,1022.127
2021-09-20 06:20:00,11.39,1022.222
2021-09-20 06:30:00,11.4,1022.271
2021-09-20 06:40:00,11.37,1022.295
2021-09-20 06:50:00,11.48,1022.282
